Epoch,LearningRate,Loss,Accuracy,BatchesProcessed,PredictionsMade,EpochDuration,NumberOfPartitions,NumberOfLines,MemoryUsed
1,0.004050,7.5625,8.11,400,6384,12090,2,559,,10.0.0.127:61972: Max Memory = 455501414, Remaining Memory = 453189835
2,0.004050,6.4450,8.60,400,6384,9762,2,559,,10.0.0.127:61972: Max Memory = 455501414, Remaining Memory = 453189853
