Epoch,	LearningRate,	Loss,	Accuracy,	BatchesProcessed,	PredictionsMade,	EpochDuration,	Number of partitions,	Number Of Lines,	MemoryUsed
1,0.004050,7.5815,7.94,389,6210,11976,2,559,,10.0.0.127:58195: Max Memory = 2710359244, Remaining Memory = 2708055939
2,0.004050,6.4896,8.16,389,6210,10487,2,559,,10.0.0.127:58195: Max Memory = 2710359244, Remaining Memory = 2708055927
